timestamp, utilization.gpu [%]
2025/01/16 13:27:08.226, 0 %
2025/01/16 13:27:08.426, 0 %
2025/01/16 13:27:08.626, 0 %
2025/01/16 13:27:08.826, 0 %
2025/01/16 13:27:09.026, 0 %
2025/01/16 13:27:09.227, 0 %
2025/01/16 13:27:09.427, 0 %
2025/01/16 13:27:09.627, 0 %
2025/01/16 13:27:09.827, 0 %
2025/01/16 13:27:10.027, 0 %
2025/01/16 13:27:10.227, 0 %
2025/01/16 13:27:10.428, 0 %
2025/01/16 13:27:10.628, 0 %
2025/01/16 13:27:10.828, 0 %
2025/01/16 13:27:11.028, 0 %
2025/01/16 13:27:11.228, 0 %
2025/01/16 13:27:11.428, 0 %
2025/01/16 13:27:11.629, 0 %
2025/01/16 13:27:11.829, 0 %
2025/01/16 13:27:12.029, 0 %
2025/01/16 13:27:12.229, 0 %
2025/01/16 13:27:12.429, 0 %
2025/01/16 13:27:12.629, 0 %
2025/01/16 13:27:12.829, 0 %
2025/01/16 13:27:13.030, 0 %
2025/01/16 13:27:13.230, 0 %
2025/01/16 13:27:13.430, 0 %
2025/01/16 13:27:13.630, 0 %
2025/01/16 13:27:13.830, 0 %
2025/01/16 13:27:14.030, 0 %
2025/01/16 13:27:14.230, 0 %
2025/01/16 13:27:14.431, 0 %
2025/01/16 13:27:14.631, 0 %
2025/01/16 13:27:14.831, 0 %
2025/01/16 13:27:15.031, 0 %
2025/01/16 13:27:15.231, 0 %
2025/01/16 13:27:15.431, 0 %
2025/01/16 13:27:15.632, 0 %
2025/01/16 13:27:15.832, 0 %
2025/01/16 13:27:16.032, 0 %
2025/01/16 13:27:16.232, 0 %
2025/01/16 13:27:16.432, 0 %
2025/01/16 13:27:16.632, 0 %
2025/01/16 13:27:16.833, 0 %
2025/01/16 13:27:17.033, 0 %
2025/01/16 13:27:17.233, 0 %
2025/01/16 13:27:17.433, 0 %
2025/01/16 13:27:17.633, 0 %
2025/01/16 13:27:17.833, 0 %
2025/01/16 13:27:18.034, 0 %
2025/01/16 13:27:18.234, 0 %
2025/01/16 13:27:18.434, 0 %
2025/01/16 13:27:18.634, 0 %
2025/01/16 13:27:18.834, 0 %
2025/01/16 13:27:19.034, 0 %
2025/01/16 13:27:19.235, 0 %
2025/01/16 13:27:19.435, 0 %
2025/01/16 13:27:19.635, 0 %
2025/01/16 13:27:19.835, 0 %
2025/01/16 13:27:20.035, 0 %
2025/01/16 13:27:20.235, 0 %
2025/01/16 13:27:20.436, 0 %
2025/01/16 13:27:20.636, 0 %
2025/01/16 13:27:20.836, 0 %
2025/01/16 13:27:21.036, 0 %
2025/01/16 13:27:21.236, 0 %
2025/01/16 13:27:21.436, 1 %
2025/01/16 13:27:21.636, 30 %
2025/01/16 13:27:21.837, 0 %
2025/01/16 13:27:22.037, 19 %
2025/01/16 13:27:22.237, 0 %
2025/01/16 13:27:22.437, 33 %
2025/01/16 13:27:22.637, 0 %
2025/01/16 13:27:22.838, 2 %
2025/01/16 13:27:23.039, 1 %
2025/01/16 13:27:23.239, 18 %
2025/01/16 13:27:23.439, 45 %
2025/01/16 13:27:23.639, 9 %
2025/01/16 13:27:23.839, 36 %
2025/01/16 13:27:24.039, 18 %
2025/01/16 13:27:24.240, 35 %
2025/01/16 13:27:24.440, 14 %
2025/01/16 13:27:24.640, 18 %
2025/01/16 13:27:24.840, 41 %
2025/01/16 13:27:25.040, 0 %
2025/01/16 13:27:25.240, 35 %
2025/01/16 13:27:25.441, 18 %
2025/01/16 13:27:25.641, 34 %
2025/01/16 13:27:25.841, 20 %
2025/01/16 13:27:26.042, 33 %
2025/01/16 13:27:26.242, 19 %
2025/01/16 13:27:26.442, 17 %
2025/01/16 13:27:26.642, 34 %
2025/01/16 13:27:26.842, 5 %
2025/01/16 13:27:27.043, 36 %
2025/01/16 13:27:27.243, 18 %
2025/01/16 13:27:27.443, 35 %
2025/01/16 13:27:27.643, 20 %
2025/01/16 13:27:27.843, 36 %
2025/01/16 13:27:28.043, 18 %
2025/01/16 13:27:28.244, 34 %
2025/01/16 13:27:28.444, 19 %
2025/01/16 13:27:28.644, 22 %
2025/01/16 13:27:28.844, 27 %
2025/01/16 13:27:29.044, 6 %
2025/01/16 13:27:29.244, 36 %
2025/01/16 13:27:29.445, 18 %
2025/01/16 13:27:29.645, 35 %
2025/01/16 13:27:29.845, 18 %
2025/01/16 13:27:30.045, 24 %
2025/01/16 13:27:30.245, 25 %
2025/01/16 13:27:30.445, 12 %
2025/01/16 13:27:30.646, 28 %
2025/01/16 13:27:30.846, 18 %
2025/01/16 13:27:31.046, 35 %
2025/01/16 13:27:31.246, 18 %
2025/01/16 13:27:31.446, 35 %
2025/01/16 13:27:31.646, 19 %
2025/01/16 13:27:31.847, 17 %
2025/01/16 13:27:32.047, 33 %
2025/01/16 13:27:32.247, 5 %
2025/01/16 13:27:32.447, 36 %
2025/01/16 13:27:32.647, 18 %
2025/01/16 13:27:32.847, 22 %
2025/01/16 13:27:33.048, 28 %
2025/01/16 13:27:33.248, 5 %
2025/01/16 13:27:33.450, 38 %
2025/01/16 13:27:33.650, 16 %
2025/01/16 13:27:33.850, 36 %
2025/01/16 13:27:34.050, 19 %
2025/01/16 13:27:34.250, 34 %
2025/01/16 13:27:34.450, 19 %
2025/01/16 13:27:34.651, 30 %
2025/01/16 13:27:34.851, 21 %
2025/01/16 13:27:35.051, 12 %
2025/01/16 13:27:35.251, 37 %
2025/01/16 13:27:35.451, 10 %
2025/01/16 13:27:35.651, 38 %
2025/01/16 13:27:35.852, 18 %
2025/01/16 13:27:36.052, 36 %
2025/01/16 13:27:36.252, 18 %
2025/01/16 13:27:36.452, 24 %
2025/01/16 13:27:36.652, 25 %
2025/01/16 13:27:36.852, 6 %
2025/01/16 13:27:37.053, 34 %
2025/01/16 13:27:37.253, 20 %
2025/01/16 13:27:37.453, 34 %
2025/01/16 13:27:37.653, 18 %
2025/01/16 13:27:37.854, 3 %
2025/01/16 13:27:38.054, 38 %
2025/01/16 13:27:38.254, 14 %
2025/01/16 13:27:38.454, 36 %
2025/01/16 13:27:38.654, 18 %
2025/01/16 13:27:38.854, 34 %
2025/01/16 13:27:39.055, 20 %
2025/01/16 13:27:39.255, 2 %
2025/01/16 13:27:39.458, 33 %
2025/01/16 13:27:39.658, 17 %
2025/01/16 13:27:39.858, 36 %
2025/01/16 13:27:40.058, 18 %
2025/01/16 13:27:40.262, 30 %
2025/01/16 13:27:40.462, 23 %
2025/01/16 13:27:40.662, 15 %
2025/01/16 13:27:40.864, 38 %
2025/01/16 13:27:41.064, 1 %
2025/01/16 13:27:41.265, 36 %
2025/01/16 13:27:41.465, 18 %
2025/01/16 13:27:41.665, 34 %
2025/01/16 13:27:41.865, 19 %
2025/01/16 13:27:42.066, 16 %
2025/01/16 13:27:42.266, 38 %
2025/01/16 13:27:42.466, 2 %
2025/01/16 13:27:42.666, 39 %
2025/01/16 13:27:42.866, 13 %
2025/01/16 13:27:43.066, 35 %
2025/01/16 13:27:43.266, 18 %
2025/01/16 13:27:43.467, 33 %
2025/01/16 13:27:43.669, 20 %
2025/01/16 13:27:43.869, 34 %
2025/01/16 13:27:44.069, 19 %
2025/01/16 13:27:44.269, 4 %
2025/01/16 13:27:44.469, 33 %
2025/01/16 13:27:44.669, 31 %
2025/01/16 13:27:44.870, 1 %
2025/01/16 13:27:45.070, 30 %
2025/01/16 13:27:45.272, 17 %
2025/01/16 13:27:45.475, 1 %
2025/01/16 13:27:45.675, 36 %
2025/01/16 13:27:45.875, 18 %
2025/01/16 13:27:46.075, 36 %
2025/01/16 13:27:46.275, 17 %
2025/01/16 13:27:46.475, 13 %
2025/01/16 13:27:46.676, 37 %
2025/01/16 13:27:46.876, 5 %
2025/01/16 13:27:47.076, 36 %
2025/01/16 13:27:47.276, 19 %
2025/01/16 13:27:47.476, 33 %
2025/01/16 13:27:47.677, 20 %
2025/01/16 13:27:47.877, 19 %
2025/01/16 13:27:48.078, 31 %
2025/01/16 13:27:48.278, 5 %
2025/01/16 13:27:48.478, 45 %
2025/01/16 13:27:48.678, 10 %
2025/01/16 13:27:48.878, 36 %
2025/01/16 13:27:49.078, 19 %
2025/01/16 13:27:49.279, 33 %
2025/01/16 13:27:49.479, 19 %
2025/01/16 13:27:49.679, 25 %
